COGNOME;COMUNE;descrizione_carica
FORGIONE;FAVIGNANA;Sindaco
SAMMARTANO;FAVIGNANA;Assessore
VACCARO;FAVIGNANA;Assessore
SUTERA;GIBELLINA;Sindaco
FERRO;GIBELLINA;Assessore
FONTANA;GIBELLINA;Assessore
PIRRELLO;GIBELLINA;Assessore
RIZZUTO;GIBELLINA;Assessore
GRILLO;MARSALA;Sindaco
ALAGNA;MARSALA;Assessore
D'ALESSANDRO;MARSALA;Assessore
GALFANO;MARSALA;Assessore
MILAZZO;MARSALA;Assessore
PIRAINO;MARSALA;Assessore
RUGGIERI;MARSALA;Assessore
TUMBARELLO;MARSALA;Assessore
QUINCI;MAZARA DEL VALLO;Sindaco
BILARDELLO;MAZARA DEL VALLO;Vicesindaco
ABBAGNATO;MAZARA DEL VALLO;Assessore
D'ANGELO;MAZARA DEL VALLO;Assessore
GIACALONE;MAZARA DEL VALLO;Assessore
MAURO;MAZARA DEL VALLO;Assessore
NORRITO;MAZARA DEL VALLO;Assessore
REINA;MAZARA DEL VALLO;Assessore
SCARCELLA;PACECO;Sindaco
CULCASI;PACECO;Assessore
INGARDIA;PACECO;Assessore
ORTISI;PACECO;Assessore
SORU;PACECO;Assessore
VALENTI;PACECO;Assessore
CAMPO;PANTELLERIA;Sindaco
CALDO;PANTELLERIA;Vicesindaco
CATANIA;PARTANNA;Sindaco
BULGARELLO;PARTANNA;Assessore
CORRENTE;PARTANNA;Assessore
MAGGIO;PARTANNA;Assessore
ZINNANTI;PARTANNA;Assessore
ANASTASI;PETROSINO;Sindaco
MARINO;PETROSINO;Assessore
PELLEGRINO;PETROSINO;Assessore
PIPITONE;PETROSINO;Assessore
VALLONE;PETROSINO;Assessore
CANGELOSI;POGGIOREALE;Sindaco
BLANDA;POGGIOREALE;Vicesindaco
NICOLOSI;POGGIOREALE;Assessore
SALVAGGIO;POGGIOREALE;Assessore
SANCETTA;POGGIOREALE;Assessore
DRAGO;SALAPARUTA;Sindaco
SANTANGELO;SALAPARUTA;Vicesindaco
LOMBARDO;SALAPARUTA;Assessore
TRITICO;SALAPARUTA;Assessore
VENUTI;SALEMI;Sindaco
ANGELO;SALEMI;Vicesindaco
BASCONE;SALEMI;Assessore
GANDOLFO;SALEMI;Assessore
SCALISI;SALEMI;Assessore
LOMBARDINO;SANTA NINFA;Sindaco
ACCARDI;SANTA NINFA;Vicesindaco
GENCO;SANTA NINFA;Assessore
PELLICANE;SANTA NINFA;Assessore
PERAINO;SAN VITO LO CAPO;Sindaco
VALENZA;SAN VITO LO CAPO;Vicesindaco
CIULLA;SAN VITO LO CAPO;Assessore
DE;SAN VITO LO CAPO;Assessore
SPADA;SAN VITO LO CAPO;Assessore
TRANCHIDA;TRAPANI;Sindaco
ABBRUSCATO;TRAPANI;Vicesindaco
BONGIOVANNI;TRAPANI;Assessore
D'ALI';TRAPANI;Assessore
LA;TRAPANI;Assessore
PATTI;TRAPANI;Assessore
PELLEGRINO;TRAPANI;Assessore
ROMANO;TRAPANI;Assessore
VASSALLO;TRAPANI;Assessore
STABILE;VALDERICE;Sindaco
MARTINICO;VALDERICE;Vicesindaco
CARDELLA;VALDERICE;Assessore
IOVINO;VALDERICE;Assessore
MAZZARA;VALDERICE;Assessore
TOSTO;VALDERICE;Assessore
RISERBATO;VITA;Sindaco
D'ANGELO;VITA;Vicesindaco
AGUANNO;VITA;Assessore
PISANO;VITA;Assessore
TRUZZU;CAGLIARI;Sindaco
ANGIUS;CAGLIARI;Assessore
DEDOLA;CAGLIARI;Assessore
DEIDDA;CAGLIARI;Assessore
FLORIS;CAGLIARI;Assessore
GUARRACINO;CAGLIARI;Assessore
LANTINI;CAGLIARI;Assessore
MEREU;CAGLIARI;Assessore
PICCIAU;CAGLIARI;Assessore
SORGIA;CAGLIARI;Assessore
GARAU;CAPOTERRA;Sindaco
SORGIA;CAPOTERRA;Vicesindaco
CROCCO;CAPOTERRA;Assessore
DESSI';CAPOTERRA;Assessore
FRONGIA;CAPOTERRA;Assessore
MAGRINI;CAPOTERRA;Assessore
MONTIS;CAPOTERRA;Assessore
MARONGIU;DECIMOMANNU;Sindaco
CADEDDU;DECIMOMANNU;Vicesindaco
GIOI;DECIMOMANNU;Assessore
GRIECO;DECIMOMANNU;Assessore
MAMELI;DECIMOMANNU;Assessore
URRU;DECIMOMANNU;Assessore
ORRU';ELMAS;Sindaco
CARTA;ELMAS;Vicesindaco
CUCCA;ELMAS;Assessore
NUCIFORA;ELMAS;Assessore
NURCHI;ELMAS;Assessore
FADDA;MARACALAGONIS;Sindaco
FOGLI;MARACALAGONIS;Assessore
MELIS;MARACALAGONIS;Assessore
MULLIRI;MARACALAGONIS;Assessore
PINNA;MARACALAGONIS;Assessore
SADDI;MARACALAGONIS;Assessore
LOCCI;MONSERRATO;Sindaco
LECCA;MONSERRATO;Vicesindaco
BOSCU;MONSERRATO;Assessore
GARAU;MONSERRATO;Assessore
MORI;MONSERRATO;Assessore
STARA;MONSERRATO;Assessore
CABASINO;PULA;Sindaco
LOI;PULA;Vicesindaco
DEIDDA;PULA;Assessore
FA;PULA;Assessore
MONNI;PULA;Assessore
SERRA;PULA;Assessore
PISU;QUARTUCCIU;Sindaco
CAREDDA;QUARTUCCIU;Assessore
CONTINI;QUARTUCCIU;Assessore
FOIS;QUARTUCCIU;Assessore
MEREU;QUARTUCCIU;Assessore
SECCI;QUARTUCCIU;Assessore
MILIA;QUARTU SANT'ELENA;Sindaco
CAMBONI;QUARTU SANT'ELENA;Assessore
CARTA;QUARTU SANT'ELENA;Assessore
COGONI;QUARTU SANT'ELENA;Assessore
CONTI;QUARTU SANT'ELENA;Assessore
MANCA;QUARTU SANT'ELENA;Assessore
PERRA;QUARTU SANT'ELENA;Assessore
SANNA;QUARTU SANT'ELENA;Assessore
VANINI;QUARTU SANT'ELENA;Assessore
DESSI';SARROCH;Sindaco
MELONI;SARROCH;Vicesindaco
CASCHILI;SARROCH;Assessore
RUSSO;SARROCH;Assessore
SCANO;SARROCH;Assessore
TOLU;SARROCH;Assessore
CONCU;SELARGIUS;Sindaco
MAMELI;SELARGIUS;Vicesindaco
ARGIOLAS;SELARGIUS;Assessore
GESSA;SELARGIUS;Assessore
PORQUEDDU;SELARGIUS;Assessore
RAGATZU;SELARGIUS;Assessore
SECCI;SESTU;Sindaco
BULLITA;SESTU;Vicesindaco
ANNIS;SESTU;Assessore
ARGIOLAS;SESTU;Assessore
MELONI;SESTU;Assessore
RECCHIA;SESTU;Assessore
TACCORI;SESTU;Assessore
PUDDU;SETTIMO SAN PIETRO;Sindaco
ARBA;SETTIMO SAN PIETRO;Assessore
ATZORI;SETTIMO SAN PIETRO;Assessore
CONCU;SETTIMO SAN PIETRO;Assessore
MILIA;SETTIMO SAN PIETRO;Assessore
PITZALIS;SETTIMO SAN PIETRO;Assessore
ANEDDA;SINNAI;Sindaco
PUSCEDDU;SINNAI;Vicesindaco
CAPPAI;SINNAI;Assessore
CARIELLO;SINNAI;Assessore
LEONI;SINNAI;Assessore
MELIS;SINNAI;Assessore
ORRU';SINNAI;Assessore
PORCU;UTA;Sindaco
MUA;UTA;Vicesindaco
MANCA;UTA;Assessore
MELONI;UTA;Assessore
ONALI;UTA;Assessore
PINNA;UTA;Assessore
MADEDDU;VILLA SAN PIETRO;Sindaco
SARIGU;VILLA SAN PIETRO;Vicesindaco
BOI;VILLA SAN PIETRO;Assessore
MELIS;VILLA SAN PIETRO;Assessore
PERSICO;VILLA SAN PIETRO;Assessore
FONTANA;ARITZO;Sindaco
FIGUS;ARITZO;Assessore
MORO;ARITZO;Assessore
PILI;ARITZO;Assessore
STOCHINO;ARZANA;Sindaco
PINNA;ARZANA;Vicesindaco
DEIANA;ARZANA;Assessore
PINNA;ARZANA;Assessore
PIRAS;ARZANA;Assessore
CORONA;ATZARA;Sindaco
DEMELAS;ATZARA;Assessore
FLORE;ATZARA;Assessore
PISU;ATZARA;Assessore
RUDA;ATZARA;Assessore
PITZERI;AUSTIS;Sindaco
COSSU;AUSTIS;Assessore
PISANO;AUSTIS;Assessore
MAMELI;BARI SARDO;Sindaco
CASU;BARI SARDO;Vicesindaco
MURRU;BARI SARDO;Assessore
PIRAS;BARI SARDO;Assessore
MONNI;BAUNEI;Sindaco
GAIAS;BAUNEI;Assessore
PUSOLE;BAUNEI;Assessore
RUBIU;BAUNEI;Assessore
URAS;BAUNEI;Assessore
CADAU;BELVI';Sindaco
DELIGIA;BELVI';Assessore
ONANO;BELVI';Assessore
PRANTEDDU;BELVI';Assessore
CADEDDU;BIRORI;Sindaco
PABA;BIRORI;Assessore
SULAS;BIRORI;Assessore
VIOLANTI;BIRORI;Assessore
CICCOLINI;BITTI;Sindaco
PALA;BITTI;Vicesindaco
FARINA;BITTI;Assessore
MAMELI;BITTI;Assessore
SANNA;BITTI;Assessore
MANCONI;BOLOTANA;Sindaco
GAIAS;BOLOTANA;Assessore
MOTZO;BOLOTANA;Assessore
PEDDE;BOLOTANA;Assessore
TOCCA;BOLOTANA;Assessore
GHISU;BORORE;Sindaco
PORCU;BORORE;Vicesindaco
BISSIRI;BORORE;Assessore
BONU;BORORE;Assessore
CARBONI;BORORE;Assessore
CAGGIARI;BORTIGALI;Sindaco
CONTINI;BORTIGALI;Assessore
CUCCU;BORTIGALI;Assessore
DERIU;BORTIGALI;Assessore
LORIGA;BORTIGALI;Assessore
PANI;CARDEDU;Sindaco
CUCCA;CARDEDU;Assessore
LORRAI;CARDEDU;Assessore
PIRAS;CARDEDU;Assessore
SCUDU;CARDEDU;Assessore
MELIS;DESULO;Sindaco
MACCIONI;DESULO;Vicesindaco
FLORIS;DESULO;Assessore
FRONGIA;DESULO;Assessore
NASITTI;DESULO;Assessore
TESTONE;DORGALI;Sindaco
FANCELLO;DORGALI;Vicesindaco
CAROTTI;DORGALI;Assessore
LOI;DORGALI;Assessore
MELE;DORGALI;Assessore
RUIU;DORGALI;Assessore
MURONI;DUALCHI;Sindaco
CORDA;DUALCHI;Assessore
CORDA;DUALCHI;Assessore
PILI;ELINI;Sindaco
LOBINA;ELINI;Assessore
MARCHIONI;ELINI;Assessore
PILI;ELINI;Assessore
FALCONI;FONNI;Sindaco
CARTA;FONNI;Assessore
COCCOLLONE;FONNI;Assessore
DURAS;FONNI;Assessore
MATTU;FONNI;Assessore
PEDDIO;GADONI;Sindaco
AGUS;GADONI;Assessore
CAMPUS;GADONI;Assessore
VENIER;GADONI;Assessore
LORRAI;GAIRO;Sindaco
ASCEDU;GAIRO;Assessore
CARTA;GAIRO;Assessore
DEIANA;GAIRO;Assessore
DEIANA;GAIRO;Assessore
PORCU;GALTELLI';Sindaco
GALLUS;GALTELLI';Assessore
MASTIO;GALTELLI';Assessore
SEDDA;GALTELLI';Assessore
SOLINAS;GALTELLI';Assessore
LAI;GAVOI;Sindaco
MARCHI;GAVOI;Vicesindaco
DORE;GAVOI;Assessore
MULAS;GAVOI;Assessore
PIRAS;GIRASOLE;Sindaco
CONGIU;GIRASOLE;Vicesindaco
CANU;GIRASOLE;Assessore
FANNI;GIRASOLE;Assessore
MURA;GIRASOLE;Assessore
MURRU;ILBONO;Sindaco
STOCHINO;ILBONO;Vicesindaco
DEPAU;ILBONO;Assessore
DEPAU;ILBONO;Assessore
LAI;ILBONO;Assessore
PORCU;IRGOLI;Sindaco
FLORIS;IRGOLI;Assessore
MULAS;IRGOLI;Assessore
PUGGIONI;IRGOLI;Assessore
RUIU;IRGOLI;Assessore
LAI;JERZU;Sindaco
ALLEGRIA;JERZU;Assessore
CONTU;JERZU;Assessore
DEMURTAS;JERZU;Assessore
MELIS;JERZU;Assessore
BURCHI;LANUSEI;Sindaco
TEGAS;LANUSEI;Vicesindaco
ARESU;LANUSEI;Assessore
LOI;LANUSEI;Assessore
PEROTTI;LANUSEI;Assessore
PILIA;LANUSEI;Assessore
CADAU;LEI;Sindaco
MUREDDU;LEI;Assessore
PINTORE;LEI;Assessore
ROCCU;LEI;Assessore
LECCA;LOCERI;Sindaco
MAMELI;LOCERI;Vicesindaco
DEIANA;LOCERI;Assessore
MULAS;LOCERI;Assessore
PISTIS;LOCERI;Assessore
LUCHE;LOCULI;Sindaco
MEREU;LOCULI;Vicesindaco
CAMBEDDA;LOCULI;Assessore
MARRAS;LOCULI;Assessore
CANU;LODE';Sindaco
CALVISI;LODE';Assessore
CANU;LODE';Assessore
FARRIS;LODE';Assessore
SERRA;LODE';Assessore
CUALBU;LODINE;Sindaco
CALZIA;LODINE;Assessore
DEMELAS;LODINE;Assessore
MULAS;LODINE;Assessore
MANNINI;LOTZORAI;Sindaco
GARAU;LOTZORAI;Assessore
MUCARIA;LOTZORAI;Assessore
MURGIA;LOTZORAI;Assessore
SERRA;LOTZORAI;Assessore
CALIA;LULA;Sindaco
CALZEDDA;LULA;Assessore
LOI;LULA;Assessore
RUIU;LULA;Assessore
SUCCU;MACOMER;Sindaco
ATZORI;MACOMER;Assessore
CADONI;MACOMER;Assessore
LEDDA;MACOMER;Assessore
MANUS;MACOMER;Assessore
BARONE;MAMOIADA;Sindaco
GREGU;MAMOIADA;Assessore
GUNGUI;MAMOIADA;Assessore
LADU;MAMOIADA;Assessore
PISU;MAMOIADA;Assessore
DEMURU;MEANA SARDO;Sindaco
URRU;MEANA SARDO;Vicesindaco
CATZULA;MEANA SARDO;Assessore
FLORE;MEANA SARDO;Assessore
NOCCO;MEANA SARDO;Assessore
ZARU;NORAGUGUME;Sindaco
LAI;NORAGUGUME;Assessore
PISANU;NORAGUGUME;Assessore
SODDU;NUORO;Sindaco
ANGHELEDDU;NUORO;Assessore
BECCU;NUORO;Assessore
CRISPONI;NUORO;Assessore
MORONI;NUORO;Assessore
PIRAS;NUORO;Assessore
ROMAGNA;NUORO;Assessore
SPANU;NUORO;Assessore
CONGIU;OLIENA;Sindaco
SERRA;OLIENA;Vicesindaco
CATTE;OLIENA;Assessore
CONGIU;OLIENA;Assessore
MULA;OLIENA;Assessore
PULIGHEDDU;OLIENA;Assessore
COLUMBU;OLLOLAI;Sindaco
DAGA;OLLOLAI;Assessore
LADU;OLLOLAI;Assessore
LADU;OLLOLAI;Assessore
ZEDDE;OLLOLAI;Assessore
AGUS;OLZAI;Sindaco
MORISANO;OLZAI;Assessore
MORO;OLZAI;Assessore
PIRAS;OLZAI;Assessore
MICHELANGELI;ONANI';Sindaco
FORMA;ONANI';Vicesindaco
SATTA;ONANI';Assessore
MONNE;ONIFAI;Sindaco
SUCCU;ONIFAI;Vicesindaco
CARTA;ONIFAI;Assessore
MANNI;ONIFAI;Assessore
MULEDDA;ONIFERI;Sindaco
PIRAS;ONIFERI;Vicesindaco
PIREDDA;ONIFERI;Assessore
SABA;ONIFERI;Assessore
ZIRANU;ORANI;Sindaco
CHIRONI;ORANI;Assessore
DESSOLIS;ORANI;Assessore
LADU;ORANI;Assessore
MARONGIU;ORANI;Assessore
MEREU;ORGOSOLO;Sindaco
LOVICU;ORGOSOLO;Assessore
RENDINI;ORGOSOLO;Assessore
RUBANU;ORGOSOLO;Assessore
SALIS;ORGOSOLO;Assessore
FARRIS;OROSEI;Sindaco
FLACCA;OROSEI;Assessore
LANGIU;OROSEI;Assessore
LOI;OROSEI;Assessore
MASALA;OROSEI;Assessore
SIOTTO;OROSEI;Assessore
BOSU;OROTELLI;Sindaco
AGATE;OROTELLI;Assessore
ZORODDU;OROTELLI;Assessore
ZORODDU;OROTELLI;Assessore
CARTA;ORTUERI;Sindaco
LODDO;ORTUERI;Assessore
PUSCEDDU;ORTUERI;Assessore
SCANU;ORTUERI;Assessore
PORCU;ORUNE;Sindaco
DEIANA;ORUNE;Vicesindaco
CHESSA;ORUNE;Assessore
CHESSA;ORUNE;Assessore
PITTALIS;ORUNE;Assessore
DONEDDU;OSIDDA;Sindaco
MARCHE;OSIDDA;Vicesindaco
CASU;OSIDDA;Assessore
DELOGU;OSIDDA;Assessore
CANNAS;OSINI;Sindaco
SERRA;OSINI;Vicesindaco
BOI;OSINI;Assessore
PIRAS;OSINI;Assessore
SABA;OTTANA;Sindaco
MADEDDU;OTTANA;Assessore
PITTALIS;OTTANA;Assessore
PITTALIS;OTTANA;Assessore
SORU;OTTANA;Assessore
VACCA;OVODDA;Sindaco
CINELLI;OVODDA;Assessore
MARRAS;OVODDA;Assessore
MORO;OVODDA;Assessore
SODDU;OVODDA;Assessore
CHILLOTTI;PERDASDEFOGU;Sindaco
CABITZA;PERDASDEFOGU;Assessore
LAI;PERDASDEFOGU;Assessore
MELIS;PERDASDEFOGU;Assessore
MURA;PERDASDEFOGU;Assessore
RUIU;POSADA;Sindaco
MELONI;POSADA;Assessore
VARDEU;POSADA;Assessore
LEDDA;SARULE;Sindaco
LADU;SARULE;Vicesindaco
CHERI;SARULE;Assessore
LICHERI;SARULE;Assessore
MUREDDU;SARULE;Assessore
ARCA;SILANUS;Sindaco
CUCCUI;SILANUS;Assessore
MORITTU;SILANUS;Assessore
SUSSARELLU;SILANUS;Assessore
DAGA;SINDIA;Sindaco
DAGA;SINDIA;Assessore
FAIS;SINDIA;Assessore
PISANU;SINDIA;Assessore
ZEDDA;SINDIA;Assessore
FARRIS;SINISCOLA;Sindaco
BULLA;SINISCOLA;Vicesindaco
BELLU;SINISCOLA;Assessore
FADDA;SINISCOLA;Assessore
GRECU;SINISCOLA;Assessore
PIPERE;SINISCOLA;Assessore
ZEDDE;SORGONO;Sindaco
CORRIGA;SORGONO;Assessore
MURRU;SORGONO;Assessore
MURRU;SORGONO;Assessore
SCIATORE;SORGONO;Assessore
LODDO;TALANA;Sindaco
ARZU;TALANA;Assessore
CABIDDU;TALANA;Assessore
LODDO;TALANA;Assessore
LOI;TALANA;Assessore
MURGIA;TERTENIA;Sindaco
DEMURTAS;TERTENIA;Vicesindaco
MELIS;TERTENIA;Assessore
MEREU;TERTENIA;Assessore
MURGIA;TERTENIA;Assessore
TIDU;TETI;Sindaco
TORE;TETI;Vicesindaco
SETZU;TETI;Assessore
SODDU;TETI;Assessore
ZEDDA;TIANA;Sindaco
CURRELI;TIANA;Assessore
NOLI;TIANA;Assessore
VACCA;TIANA;Assessore
SAU;TONARA;Sindaco
LISCI;TONARA;Assessore
MURA;TONARA;Assessore
PATTA;TONARA;Assessore
PIRAS;TONARA;Assessore
SANNA;TORPE';Sindaco
BACCIU;TORPE';Assessore
LADU;TORPE';Assessore
SATTA;TORPE';Assessore
ZIROTTU;TORPE';Assessore
CANNAS;TORTOLI';Sindaco
DEPAU;TORTOLI';Vicesindaco
CATTARI;TORTOLI';Assessore
LACONCA;TORTOLI';Assessore
MARCIA;TORTOLI';Assessore
MURRELI;TORTOLI';Assessore
CHIRONI;TRIEI;Sindaco
MORO;TRIEI;Assessore
MORO;TRIEI;Assessore
MURRU;TRIEI;Assessore
MURRU;TRIEI;Assessore
SORU;ULASSAI;Sindaco
DEIDDA;ULASSAI;Vicesindaco
DEMURTAS;ULASSAI;Assessore
LOI;ULASSAI;Assessore
SANNA;ULASSAI;Assessore
ARBA;URZULEI;Sindaco
PISU;URZULEI;Vicesindaco
LORRAI;URZULEI;Assessore
MEREU;URZULEI;Assessore
MURRU;URZULEI;Assessore
USAI;USSASSAI;Sindaco
DEPLANO;USSASSAI;Assessore
LAI;USSASSAI;Assessore
PUDDU;USSASSAI;Assessore
SEONI;VILLAGRANDE STRISAILI;Sindaco
STAFFA;VILLAGRANDE STRISAILI;Vicesindaco
LEPORI;VILLAGRANDE STRISAILI;Assessore
LOI;VILLAGRANDE STRISAILI;Assessore
MUZZU;AGGIUS;Sindaco
SANNA;AGGIUS;Vicesindaco
CIBODDO;AGGIUS;Assessore
MANTINESU;AGGIUS;Assessore
ORRU';AGGIUS;Assessore
TIROTTO;AGLIENTU;Sindaco
ADDIS;AGLIENTU;Assessore
ADDIS;AGLIENTU;Assessore
DEMURO;AGLIENTU;Assessore
LEDDA;ALA' DEI SARDI;Sindaco
BRUNDU;ALA' DEI SARDI;Vicesindaco
ADDIS;ALA' DEI SARDI;Assessore
DONEDDU;ALA' DEI SARDI;Assessore
SCANU;ALA' DEI SARDI;Assessore
CONOCI;ALGHERO;Sindaco
CARIA;ALGHERO;Assessore
COCCO;ALGHERO;Assessore
MONTIS;ALGHERO;Assessore
PERU;ALGHERO;Assessore
PIRAS;ALGHERO;Assessore
SALARIS;ALGHERO;Assessore
VACCARO;ALGHERO;Assessore
NURRA;ANELA;Sindaco
MAMELI;ANELA;Vicesindaco
NASONE;ANELA;Assessore
NASONE;ANELA;Assessore
DUI;ARDARA;Sindaco
BARACCA;ARDARA;Assessore
CANU;ARDARA;Assessore
FOE;ARDARA;Assessore
RAGNEDDA;ARZACHENA;Sindaco
USAI;ARZACHENA;Vicesindaco
AZZENA;ARZACHENA;Assessore
CAREDDU;ARZACHENA;Assessore
GIAGONI;ARZACHENA;Assessore
MALU;ARZACHENA;Assessore
MAMIA;BADESI;Sindaco
ALTEA;BADESI;Assessore
MELA;BADESI;Assessore
PANI;BADESI;Assessore
STANGONI;BADESI;Assessore
BASCIU;BANARI;Sindaco
DI;BANARI;Assessore
MANCA;BANARI;Assessore
PIU;BANARI;Assessore
ARCA;BENETUTTI;Sindaco
ROCCU;BENETUTTI;Vicesindaco
COCCO;BENETUTTI;Assessore
MANCA;BENETUTTI;Assessore
SANNA;BENETUTTI;Assessore
NIEDDU;BERCHIDDA;Sindaco
GAIAS;BERCHIDDA;Assessore
GAIAS;BERCHIDDA;Assessore
MAZZA;BERCHIDDA;Assessore
SINI;BERCHIDDA;Assessore
MARRAS;BESSUDE;Sindaco
NIEDDU;BESSUDE;Vicesindaco
CABRAS;BESSUDE;Assessore
CARTA;BONNANARO;Sindaco
CARBONI;BONNANARO;Assessore
FRAU;BONNANARO;Assessore
SORO;BONNANARO;Assessore
SOLINAS;BONO;Sindaco
LISAI;BONO;Vicesindaco
BONU;BONO;Assessore
DETTORI;BONO;Assessore
SOLINAS;BONO;Assessore
D'AGOSTINO;BONORVA;Sindaco
DETTORI;BONORVA;Assessore
DI;BONORVA;Assessore
SALARIS;BONORVA;Assessore
SANNA;BONORVA;Assessore
SABA;BORTIGIADAS;Sindaco
CUSSEDDU;BORTIGIADAS;Assessore
SOLINAS;BORTIGIADAS;Assessore
SPANO;BORTIGIADAS;Assessore
ARRU;BORUTTA;Sindaco
ARRU;BORUTTA;Assessore
SOLINAS;BORUTTA;Assessore
SPISSU;BORUTTA;Assessore
NIEDDU;BOTTIDDA;Sindaco
MUREDDA;BOTTIDDA;Vicesindaco
CAUGLIA;BOTTIDDA;Assessore
CAVAL;BOTTIDDA;Assessore
SATTA;BUDDUSO';Sindaco
BERTOTTO;BUDDUSO';Assessore
MURA;BUDDUSO';Assessore
SPANU;BUDDUSO';Assessore
ZIRI;BUDDUSO';Assessore
PORCHEDDU;BUDONI;Sindaco
ARCA;BULTEI;Sindaco
MANCA;BULTEI;Assessore
MUGONI;BULTEI;Assessore
RUBATTA;BULTEI;Assessore
OBINU;BULZI;Sindaco
GATTU;BULZI;Assessore
PIGA;BULZI;Assessore
SANNA;BULZI;Assessore
TILOCCA;BURGOS;Sindaco
GHIRONI;BURGOS;Assessore
SECHI;BURGOS;Assessore
TILOCCA;BURGOS;Assessore
ALBIERI;CALANGIANUS;Sindaco
BELLU;CALANGIANUS;Assessore
LUCIANO;CALANGIANUS;Assessore
MANCA;CALANGIANUS;Assessore
MELIS;CALANGIANUS;Assessore
RUIU;CARGEGHE;Sindaco
RUIU;CARGEGHE;Assessore
RUIU;CARGEGHE;Assessore
CAPULA;CASTELSARDO;Sindaco
CORSO;CASTELSARDO;Assessore
FIORI;CASTELSARDO;Assessore
POSADINO;CASTELSARDO;Assessore
SINI;CASTELSARDO;Assessore
CHESSA;CHEREMULE;Sindaco
CHESSA;CHEREMULE;Vicesindaco
DEMURTAS;CHEREMULE;Assessore
ZARA;CHEREMULE;Assessore
UNALI;CHIARAMONTI;Sindaco
BUSELLU;CHIARAMONTI;Assessore
CASU;CHIARAMONTI;Assessore
PINNA;CHIARAMONTI;Assessore
URGIAS;CHIARAMONTI;Assessore
BUDRONI;CODRONGIANOS;Sindaco
CARTA;CODRONGIANOS;Vicesindaco
ACHENZA;CODRONGIANOS;Assessore
LORETTU;CODRONGIANOS;Assessore
PITTUI;CODRONGIANOS;Assessore
SASSU;COSSOINE;Sindaco
CARBONI;COSSOINE;Assessore
PISCHEDDA;COSSOINE;Assessore
SENES;COSSOINE;Assessore
FUSCO;ERULA;Sindaco
TANDA;ERULA;Vicesindaco
BRUNDU;ERULA;Assessore
CAPECE;ERULA;Assessore
FADDA;ESPORLATU;Sindaco
CANU;ESPORLATU;Vicesindaco
SOLINAS;ESPORLATU;Assessore
ZOEDDU;ESPORLATU;Assessore
LOBINO;FLORINAS;Sindaco
PISTIDDA;FLORINAS;Vicesindaco
ANGIUS;FLORINAS;Assessore
CARBONI;FLORINAS;Assessore
MULAS;FLORINAS;Assessore
CHESSA;GIAVE;Sindaco
DEIANA;GIAVE;Assessore
FOIS;GIAVE;Assessore
RUGGIU;GIAVE;Assessore
MULAS;GOLFO ARANCI;Sindaco
ASTARA;GOLFO ARANCI;Assessore
CORSO;GOLFO ARANCI;Assessore
LANGELLA;GOLFO ARANCI;Assessore
ROMANO;GOLFO ARANCI;Assessore
CAU;ILLORAI;Sindaco
PITZOLU;ILLORAI;Vicesindaco
GRANDE;ILLORAI;Assessore
CAMPUS;ITTIREDDU;Sindaco
SATTA;ITTIREDDU;Vicesindaco
FARRIS;ITTIREDDU;Assessore
SAU;ITTIRI;Sindaco
DESOLE;ITTIRI;Vicesindaco
COSSU;ITTIRI;Assessore
CUCCU;ITTIRI;Assessore
PIRAS;ITTIRI;Assessore
PISANU;ITTIRI;Assessore
MANCA;LAERRU;Sindaco
CECCARELLI;LAERRU;Assessore
DEFFENU;LAERRU;Assessore
ERETTA;LAERRU;Assessore
LAI;LA MADDALENA;Sindaco
BELLI;LA MADDALENA;Assessore
COLUMBANO;LA MADDALENA;Assessore
PORCU;LA MADDALENA;Assessore
TERRAZZONI;LA MADDALENA;Assessore
LAI;LOIRI PORTO SAN PAOLO;Sindaco
BIANCU;LOIRI PORTO SAN PAOLO;Assessore
FOLINO;LOIRI PORTO SAN PAOLO;Assessore
LAI;LOIRI PORTO SAN PAOLO;Assessore
MOLINO;LOIRI PORTO SAN PAOLO;Assessore
PIREDDA;LOIRI PORTO SAN PAOLO;Assessore
PIRREDDA;LUOGOSANTO;Sindaco
CIBODDO;LUOGOSANTO;Assessore
GALA;LUOGOSANTO;Assessore
LORIGA;LUOGOSANTO;Assessore
OCCHIONI;LUOGOSANTO;Assessore
AZZENA;LURAS;Sindaco
CABRAS;LURAS;Vicesindaco
LORIGA;LURAS;Assessore
PIRISINU;LURAS;Assessore
TAMPONI;LURAS;Assessore
CHESSA;MARA;Sindaco
FIORI;MARA;Assessore
MONNI;MARA;Assessore
SALARIS;MARA;Assessore
LASIA;MARTIS;Sindaco
BRUNU;MARTIS;Assessore
POLA;MARTIS;Assessore
RUZZU;MARTIS;Assessore
FRESI;MONTELEONE ROCCA DORIA;Sindaco
CARIA;MONTELEONE ROCCA DORIA;Assessore
FRESI;MONTELEONE ROCCA DORIA;Assessore
PORQUEDDU;MONTELEONE ROCCA DORIA;Assessore
MUTZU;MONTI;Sindaco
LUTZU;MONTI;Vicesindaco
CASU;MONTI;Assessore
PADRE;MONTI;Assessore
TUVERI;MONTI;Assessore
VIRDIS;MORES;Sindaco
BULLITTA;MORES;Vicesindaco
CHIGHINE;MORES;Assessore
MANCA;MORES;Assessore
TOLU;MUROS;Sindaco
MILIA;MUROS;Assessore
PINNA;MUROS;Assessore
PINNA;MUROS;Assessore
CARBONI;NUGHEDU SAN NICOLO';Sindaco
